Id,Date,WeightKg
8877689391,2016-04-12T06:47:11,85.8000030517578
8877689391,2016-04-13T06:55:00,84.9000015258789
8877689391,2016-04-14T06:48:43,84.5
8877689391,2016-04-16T13:39:25,85.5
8877689391,2016-04-18T06:51:14,85.8000030517578
8877689391,2016-04-19T06:39:31,85.3000030517578
8877689391,2016-04-20T06:44:54,84.9000015258789
8877689391,2016-04-21T06:50:27,84.5
8877689391,2016-04-23T07:22:28,85.5
8877689391,2016-04-24T07:38:05,85.5
8877689391,2016-04-25T06:40:16,85.4000015258789
8877689391,2016-04-26T06:50:27,85.0999984741211
8877689391,2016-04-27T06:51:05,85.4000015258789
8877689391,2016-04-28T06:50:03,85.0999984741211
8877689391,2016-04-29T06:49:55,84.9000015258789
8877689391,2016-04-30T07:49:03,85.5
8877689391,2016-05-01T08:47:49,85.3000030517578
8877689391,2016-05-03T06:49:41,84.9000015258789
8877689391,2016-05-04T06:48:22,84.4000015258789
8877689391,2016-05-06T06:43:35,85.0
8877689391,2016-05-08T07:35:53,85.4000015258789
8877689391,2016-05-09T06:39:44,85.5
8877689391,2016-05-11T06:51:47,85.4000015258789
8877689391,2016-05-12T06:42:53,84.0
6962181067,2016-04-12T23:59:59,62.5
6962181067,2016-04-13T23:59:59,62.0999984741211
6962181067,2016-04-14T23:59:59,61.7000007629395
6962181067,2016-04-15T23:59:59,61.5
6962181067,2016-04-16T23:59:59,62.0
6962181067,2016-04-17T23:59:59,61.4000015258789
6962181067,2016-04-18T23:59:59,61.2000007629395
6962181067,2016-04-19T23:59:59,61.4000015258789
6962181067,2016-04-20T23:59:59,61.7000007629395
6962181067,2016-04-21T23:59:59,61.4000015258789
6962181067,2016-04-22T23:59:59,61.4000015258789
6962181067,2016-04-23T23:59:59,61.5
6962181067,2016-04-24T23:59:59,61.5
6962181067,2016-04-25T23:59:59,61.7000007629395
6962181067,2016-04-27T23:59:59,61.2000007629395
6962181067,2016-04-28T23:59:59,61.2000007629395
6962181067,2016-04-29T23:59:59,61.4000015258789
6962181067,2016-04-30T23:59:59,61.0
6962181067,2016-05-01T23:59:59,61.7000007629395
6962181067,2016-05-02T23:59:59,61.5
6962181067,2016-05-03T23:59:59,61.0
6962181067,2016-05-04T23:59:59,61.0999984741211
6962181067,2016-05-05T23:59:59,61.2999992370605
6962181067,2016-05-06T23:59:59,61.5
6962181067,2016-05-07T23:59:59,61.2000007629395
6962181067,2016-05-08T23:59:59,61.2000007629395
6962181067,2016-05-09T23:59:59,62.4000015258789
6962181067,2016-05-10T23:59:59,62.0999984741211
6962181067,2016-05-11T23:59:59,61.9000015258789
6962181067,2016-05-12T23:59:59,61.9000015258789
1927972279,2016-04-13T01:08:52,133.5
5577150313,2016-04-17T09:17:55,90.6999969482422
4319703577,2016-04-17T23:59:59,72.4000015258789
4319703577,2016-05-04T23:59:59,72.3000030517578
4558609924,2016-04-18T23:59:59,69.6999969482422
4558609924,2016-04-25T23:59:59,70.3000030517578
4558609924,2016-05-01T23:59:59,69.9000015258789
4558609924,2016-05-02T23:59:59,69.1999969482422
4558609924,2016-05-09T23:59:59,69.0999984741211
2873212765,2016-04-21T23:59:59,56.7000007629395
2873212765,2016-05-12T23:59:59,57.2999992370605
1503960366,2016-05-02T23:59:59,52.5999984741211
1503960366,2016-05-03T23:59:59,52.5999984741211
